2026-02-02 09:17:26,281 INFO o.a.j.u.JMeterUtils: Setting Locale to en_EN
2026-02-02 09:17:26,296 INFO o.a.j.JMeter: Loading user properties from: user.properties
2026-02-02 09:17:26,297 INFO o.a.j.JMeter: Loading system properties from: system.properties
2026-02-02 09:17:26,302 INFO o.a.j.JMeter: Copyright (c) 1998-2024 The Apache Software Foundation
2026-02-02 09:17:26,302 INFO o.a.j.JMeter: Version 5.6.3
2026-02-02 09:17:26,302 INFO o.a.j.JMeter: java.version=25.0.1
2026-02-02 09:17:26,302 INFO o.a.j.JMeter: java.vm.name=OpenJDK 64-Bit Server VM
2026-02-02 09:17:26,303 INFO o.a.j.JMeter: os.name=Linux
2026-02-02 09:17:26,303 INFO o.a.j.JMeter: os.arch=amd64
2026-02-02 09:17:26,303 INFO o.a.j.JMeter: os.version=6.8.0-90-generic
2026-02-02 09:17:26,303 INFO o.a.j.JMeter: file.encoding=UTF-8
2026-02-02 09:17:26,303 INFO o.a.j.JMeter: java.awt.headless=null
2026-02-02 09:17:26,303 INFO o.a.j.JMeter: Max memory     =1073741824
2026-02-02 09:17:26,303 INFO o.a.j.JMeter: Available Processors =8
2026-02-02 09:17:26,317 INFO o.a.j.JMeter: Default Locale=English (EN)
2026-02-02 09:17:26,317 INFO o.a.j.JMeter: JMeter  Locale=English (EN)
2026-02-02 09:17:26,317 INFO o.a.j.JMeter: JMeterHome=/opt/jemeter
2026-02-02 09:17:26,317 INFO o.a.j.JMeter: user.dir  =/home/opentrends/Documents/Jmeter/apache-jmeter-5.6.3/bin
2026-02-02 09:17:26,317 INFO o.a.j.JMeter: PWD       =/home/opentrends/Documents/Jmeter/apache-jmeter-5.6.3/bin
2026-02-02 09:17:26,318 INFO o.a.j.JMeter: IP: 127.0.1.1 Name: opentrends-OptiPlex-7050 FullName: opentrends-OptiPlex-7050
2026-02-02 09:17:26,328 INFO o.a.j.JMeter: Loaded icon properties from org/apache/jmeter/images/icon.properties
2026-02-02 09:17:26,556 INFO o.a.j.JMeterGuiLauncher: Setting LAF to: com.github.weisj.darklaf.DarkLaf:com.github.weisj.darklaf.theme.DarculaTheme
2026-02-02 09:17:27,311 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-fifo-0.2.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,315 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-manager-1.11.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,386 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-json-2.7.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,390 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter.pack-listener-1.7.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,707 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/ulp-observability-listener-1.1.0.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,713 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-cmd-2.2.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,714 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-graphs-ggl-2.0.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,716 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-junit-reporter-1.1.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,718 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-cmn-jmeter-0.7.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,732 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-graphs-basic-2.0.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,733 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-functions-2.2.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,735 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-casutg-3.1.1.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,797 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-fifo-0.2.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,798 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-manager-1.11.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,800 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-json-2.7.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,800 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter.pack-listener-1.7.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,806 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/ulp-observability-listener-1.1.0.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,807 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-cmd-2.2.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,808 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-graphs-ggl-2.0.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,808 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-junit-reporter-1.1.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,808 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-cmn-jmeter-0.7.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2026-02-02 09:17:27,809 INFO o.a.j.r.ClassFinder: Will scan jar /opt/jemeter/lib/ext/jmeter-plugins-graphs-basic-2.0.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.plugin.MenuCreator], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
